data,municipio,uf,casos confirmados,mortes,fonte
23/03/2020,Santo Antônio da Patrulha,RS,1,,
24/03/2020,Santo Antônio da Patrulha,RS,1,,
25/03/2020,Santo Antônio da Patrulha,RS,1,,
26/03/2020,Santo Antônio da Patrulha,RS,1,,
27/03/2020,Santo Antônio da Patrulha,RS,1,,
28/03/2020,Santo Antônio da Patrulha,RS,1,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-226-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8c798nb02mc01rze9bmrm9m.html
29/03/2020,Santo Antônio da Patrulha,RS,1,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-239-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8dpw4y302rd01rz767dd7lj.html
30/03/2020,Santo Antônio da Patrulha,RS,1,,
21/03/2020,São Leopoldo,RS,1,,
22/03/2020,São Leopoldo,RS,1,,
23/03/2020,São Leopoldo,RS,1,,
24/03/2020,São Leopoldo,RS,1,,
25/03/2020,São Leopoldo,RS,1,,
26/03/2020,São Leopoldo,RS,1,,
27/03/2020,São Leopoldo,RS,2,,
28/03/2020,São Leopoldo,RS,3,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-226-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8c798nb02mc01rze9bmrm9m.html
29/03/2020,São Leopoldo,RS,3,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-239-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8dpw4y302rd01rz767dd7lj.html
30/03/2020,São Leopoldo,RS,3,,
23/03/2020,Sapiranga,RS,1,,
24/03/2020,Sapiranga,RS,1,,
25/03/2020,Sapiranga,RS,2,,
26/03/2020,Sapiranga,RS,1,,
27/03/2020,Sapiranga,RS,1,,
28/03/2020,Sapiranga,RS,1,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-226-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8c798nb02mc01rze9bmrm9m.html
29/03/2020,Sapiranga,RS,1,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-239-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8dpw4y302rd01rz767dd7lj.html
30/03/2020,Sapiranga,RS,1,,
20/03/2020,Serafina Corrêa,RS,1,,
21/03/2020,Serafina Corrêa,RS,1,,
22/03/2020,Serafina Corrêa,RS,1,,
23/03/2020,Serafina Corrêa,RS,1,,
24/03/2020,Serafina Corrêa,RS,3,,
25/03/2020,Serafina Corrêa,RS,2,,
26/03/2020,Serafina Corrêa,RS,2,,
27/03/2020,Serafina Corrêa,RS,3,,
28/03/2020,Serafina Corrêa,RS,3,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-226-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8c798nb02mc01rze9bmrm9m.html
29/03/2020,Serafina Corrêa,RS,3,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-239-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8dpw4y302rd01rz767dd7lj.html
30/03/2020,Serafina Corrêa,RS,2,,
21/03/2020,Taquara,RS,1,,
22/03/2020,Taquara,RS,1,,
23/03/2020,Taquara,RS,1,,
24/03/2020,Taquara,RS,1,,
25/03/2020,Taquara,RS,1,,
26/03/2020,Taquara,RS,1,,
27/03/2020,Taquara,RS,1,,
28/03/2020,Taquara,RS,1,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-226-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8c798nb02mc01rze9bmrm9m.html
29/03/2020,Taquara,RS,1,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-239-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8dpw4y302rd01rz767dd7lj.html
30/03/2020,Taquara,RS,1,,
30/03/2020,Taquari,RS,1,,
18/03/2020,Torres,RS,1,,
19/03/2020,Torres,RS,1,,
20/03/2020,Torres,RS,1,,
21/03/2020,Torres,RS,2,,
22/03/2020,Torres,RS,2,,
23/03/2020,Torres,RS,3,,
24/03/2020,Torres,RS,4,,
24/03/2020,Torres,RS,4,,
25/03/2020,Torres,RS,6,,
26/03/2020,Torres,RS,6,,
27/03/2020,Torres,RS,6,,
28/03/2020,Torres,RS,6,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-226-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8c798nb02mc01rze9bmrm9m.html
29/03/2020,Torres,RS,7,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-239-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8dpw4y302rd01rz767dd7lj.html
30/03/2020,Torres,RS,7,,
21/03/2020,Viamão,RS,1,,
22/03/2020,Viamão,RS,1,,
23/03/2020,Viamão,RS,1,,
24/03/2020,Viamão,RS,1,,
25/03/2020,Viamão,RS,1,,
26/03/2020,Viamão,RS,1,,
27/03/2020,Viamão,RS,1,,
28/03/2020,Viamão,RS,1,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-226-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8c798nb02mc01rze9bmrm9m.html
29/03/2020,Viamão,RS,1,,https://gauchazh.clicrbs.com.br/coronavirus-servico/noticia/2020/03/chega-a-239-o-numero-de-casos-confirmados-de-coronavirus-no-rio-grande-do-sul-ck8dpw4y302rd01rz767dd7lj.html
30/03/2020,Viamão,RS,1,,
27/03/2020,Antônio Carlos,SC,1,,
28/03/2020,Antônio Carlos,SC,1,,
29/03/2020,Antônio Carlos,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Antônio Carlos,SC,1,,
25/03/2020,Balneário Arroio do Silva,SC,1,,
26/03/2020,Balneário Arroio do Silva,SC,1,,
27/03/2020,Balneário Arroio do Silva,SC,1,,
28/03/2020,Balneário Arroio do Silva,SC,1,,
29/03/2020,Balneário Arroio do Silva,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Balneário Arroio do Silva,SC,1,,
18/03/2020,Balneário Camboriú,SC,2,,
19/03/2020,Balneário Camboriú,SC,4,,
20/03/2020,Balneário Camboriú,SC,4,,
21/03/2020,Balneário Camboriú,SC,6,,
22/03/2020,Balneário Camboriú,SC,6,,
23/03/2020,Balneário Camboriú,SC,6,,
24/03/2020,Balneário Camboriú,SC,6,,
25/03/2020,Balneário Camboriú,SC,7,,
26/03/2020,Balneário Camboriú,SC,8,,
27/03/2020,Balneário Camboriú,SC,9,,
28/03/2020,Balneário Camboriú,SC,9,,
29/03/2020,Balneário Camboriú,SC,9,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Balneário Camboriú,SC,9,,
22/03/2020,Blumenau,SC,6,,
23/03/2020,Blumenau,SC,7,,
24/03/2020,Blumenau,SC,7,,
25/03/2020,Blumenau,SC,9,,
26/03/2020,Blumenau,SC,12,,
27/03/2020,Blumenau,SC,12,,
28/03/2020,Blumenau,SC,12,,
29/03/2020,Blumenau,SC,12,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Blumenau,SC,14,,
15/03/2020,Braço do Norte,SC,1,,
16/03/2020,Braço do Norte,SC,1,,
17/03/2020,Braço do Norte,SC,1,,
18/03/2020,Braço do Norte,SC,2,,
19/03/2020,Braço do Norte,SC,3,,
20/03/2020,Braço do Norte,SC,4,,
21/03/2020,Braço do Norte,SC,6,,
22/03/2020,Braço do Norte,SC,7,,
23/03/2020,Braço do Norte,SC,9,,
24/03/2020,Braço do Norte,SC,9,,
25/03/2020,Braço do Norte,SC,9,,
26/03/2020,Braço do Norte,SC,9,,
27/03/2020,Braço do Norte,SC,9,,
28/03/2020,Braço do Norte,SC,12,,
29/03/2020,Braço do Norte,SC,12,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Braço do Norte,SC,12,,
28/03/2020,Brusque,SC,2,,
29/03/2020,Brusque,SC,2,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Brusque,SC,2,,
25/03/2020,Camboriú,SC,2,,
26/03/2020,Camboriú,SC,4,,
27/03/2020,Camboriú,SC,4,,
28/03/2020,Camboriú,SC,7,,
29/03/2020,Camboriú,SC,7,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Camboriú,SC,7,,
25/03/2020,Canelinha,SC,1,,
26/03/2020,Canelinha,SC,1,,
27/03/2020,Canelinha,SC,1,,
28/03/2020,Canelinha,SC,1,,
29/03/2020,Canelinha,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Canelinha,SC,1,,
20/03/2020,Chapecó,SC,1,,
21/03/2020,Chapecó,SC,2,,
22/03/2020,Chapecó,SC,2,,
23/03/2020,Chapecó,SC,2,,
24/03/2020,Chapecó,SC,2,,
25/03/2020,Chapecó,SC,2,,
26/03/2020,Chapecó,SC,4,,
27/03/2020,Chapecó,SC,4,,
28/03/2020,Chapecó,SC,5,,
29/03/2020,Chapecó,SC,5,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Chapecó,SC,5,,
20/03/2020,Criciúma,SC,3,,
21/03/2020,Criciúma,SC,6,,
22/03/2020,Criciúma,SC,7,,
23/03/2020,Criciúma,SC,9,,
24/03/2020,Criciúma,SC,9,,
25/03/2020,Criciúma,SC,11,,
26/03/2020,Criciúma,SC,12,,
27/03/2020,Criciúma,SC,12,,
28/03/2020,Criciúma,SC,13,,
29/03/2020,Criciúma,SC,13,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Criciúma,SC,15,,
12/03/2020,Florianópolis,SC,2,,
13/03/2020,Florianópolis,SC,2,,
14/03/2020,Florianópolis,SC,2,,
15/03/2020,Florianópolis,SC,2,,
16/03/2020,Florianópolis,SC,2,,
17/03/2020,Florianópolis,SC,3,,http://www.saude.sc.gov.br/coronavirus/saude-estadual-confirma-setimo-caso.html
18/03/2020,Florianópolis,SC,5,,http://www.saude.sc.gov.br/index.php/noticias-geral/11146-coronavirus-em-sc-governo-confirma-14-casos-e-transmissoes-comunitarias
19/03/2020,Florianópolis,SC,6,,http://www.saude.sc.gov.br/index.php/noticias-geral/11150-coronavirus-em-sc-governo-do-estado-confirma-21-casos-da-doenca
20/03/2020,Florianópolis,SC,10,,
21/03/2020,Florianópolis,SC,10,,
22/03/2020,Florianópolis,SC,10,,
23/03/2020,Florianópolis,SC,15,,
24/03/2020,Florianópolis,SC,15,,
25/03/2020,Florianópolis,SC,16,1,
26/03/2020,Florianópolis,SC,20,1,
27/03/2020,Florianópolis,SC,27,1,
28/03/2020,Florianópolis,SC,30,1,
29/03/2020,Florianópolis,SC,48,1,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Florianópolis,SC,50,1,
23/03/2020,Gaspar,SC,1,,
24/03/2020,Gaspar,SC,1,,
25/03/2020,Gaspar,SC,1,,
26/03/2020,Gaspar,SC,1,,
27/03/2020,Gaspar,SC,1,,
28/03/2020,Gaspar,SC,2,,
29/03/2020,Gaspar,SC,2,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Gaspar,SC,2,,
21/03/2020,Gravatal,SC,1,,
22/03/2020,Gravatal,SC,1,,
23/03/2020,Gravatal,SC,2,,
24/03/2020,Gravatal,SC,2,,
25/03/2020,Gravatal,SC,3,,
26/03/2020,Gravatal,SC,3,,
27/03/2020,Gravatal,SC,3,,
28/03/2020,Gravatal,SC,3,,
29/03/2020,Gravatal,SC,3,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Gravatal,SC,3,,
23/03/2020,Içara,SC,1,,
24/03/2020,Içara,SC,1,,
25/03/2020,Içara,SC,1,,
26/03/2020,Içara,SC,1,,
27/03/2020,Içara,SC,1,,
28/03/2020,Içara,SC,1,,
29/03/2020,Içara,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Içara,SC,1,,
20/03/2020,Imbituba,SC,2,,
21/03/2020,Imbituba,SC,2,,
22/03/2020,Imbituba,SC,2,,
23/03/2020,Imbituba,SC,2,,
24/03/2020,Imbituba,SC,2,,
25/03/2020,Imbituba,SC,4,,
26/03/2020,Imbituba,SC,5,,
27/03/2020,Imbituba,SC,5,,
28/03/2020,Imbituba,SC,5,,
29/03/2020,Imbituba,SC,5,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Imbituba,SC,5,,
29/03/2020,Indaial,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Indaial,SC,1,,
20/03/2020,Itajaí,SC,1,,
21/03/2020,Itajaí,SC,6,,
22/03/2020,Itajaí,SC,7,,
23/03/2020,Itajaí,SC,7,,
24/03/2020,Itajaí,SC,7,,
25/03/2020,Itajaí,SC,12,,
26/03/2020,Itajaí,SC,16,,
27/03/2020,Itajaí,SC,18,,
28/03/2020,Itajaí,SC,18,,
29/03/2020,Itajaí,SC,18,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Itajaí,SC,18,,
26/03/2020,Itapema,SC,1,,
27/03/2020,Itapema,SC,1,,
28/03/2020,Itapema,SC,1,,
29/03/2020,Itapema,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Itapema,SC,2,,
21/03/2020,Jaguaruna,SC,1,,
22/03/2020,Jaguaruna,SC,2,,
23/03/2020,Jaguaruna,SC,2,,
24/03/2020,Jaguaruna,SC,2,,
25/03/2020,Jaguaruna,SC,3,,
26/03/2020,Jaguaruna,SC,3,,
27/03/2020,Jaguaruna,SC,2,,
28/03/2020,Jaguaruna,SC,2,,
29/03/2020,Jaguaruna,SC,2,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Jaguaruna,SC,2,,
20/03/2020,Jaraguá do Sul,SC,1,,
21/03/2020,Jaraguá do Sul,SC,1,,
22/03/2020,Jaraguá do Sul,SC,1,,
23/03/2020,Jaraguá do Sul,SC,2,,
24/03/2020,Jaraguá do Sul,SC,2,,
25/03/2020,Jaraguá do Sul,SC,2,,
26/03/2020,Jaraguá do Sul,SC,2,,
27/03/2020,Jaraguá do Sul,SC,2,,
28/03/2020,Jaraguá do Sul,SC,2,,
29/03/2020,Jaraguá do Sul,SC,2,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Jaraguá do Sul,SC,3,,
13/03/2020,Joinville,SC,1,,
14/03/2020,Joinville,SC,1,,
15/03/2020,Joinville,SC,1,,
16/03/2020,Joinville,SC,1,,
17/03/2020,Joinville,SC,1,,
18/03/2020,Joinville,SC,1,,
19/03/2020,Joinville,SC,2,,
20/03/2020,Joinville,SC,3,,
21/03/2020,Joinville,SC,4,,
22/03/2020,Joinville,SC,4,,
23/03/2020,Joinville,SC,4,,
24/03/2020,Joinville,SC,4,,
25/03/2020,Joinville,SC,5,,
26/03/2020,Joinville,SC,7,,
27/03/2020,Joinville,SC,8,,
28/03/2020,Joinville,SC,9,,
29/03/2020,Joinville,SC,9,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Joinville,SC,14,,
27/03/2020,Lages,SC,1,,
28/03/2020,Lages,SC,1,,
29/03/2020,Lages,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Lages,SC,1,,
25/03/2020,Laguna,SC,1,,
27/03/2020,Laguna,SC,1,,
28/03/2020,Laguna,SC,1,,
29/03/2020,Laguna,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Laguna,SC,1,,
30/03/2020,Não informado,SC,8,,
20/03/2020,Navegantes,SC,1,,
21/03/2020,Navegantes,SC,1,,
22/03/2020,Navegantes,SC,1,,
23/03/2020,Navegantes,SC,1,,
24/03/2020,Navegantes,SC,1,,
25/03/2020,Navegantes,SC,3,,
26/03/2020,Navegantes,SC,3,,
27/03/2020,Navegantes,SC,3,,
28/03/2020,Navegantes,SC,3,,
29/03/2020,Navegantes,SC,3,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Navegantes,SC,3,,
28/03/2020,Papanduva,SC,2,,
29/03/2020,Papanduva,SC,2,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Papanduva,SC,2,,
30/03/2020,Pescaria Brava,SC,1,,
20/03/2020,Pomerode,SC,1,,
21/03/2020,Pomerode,SC,1,,
22/03/2020,Pomerode,SC,1,,
23/03/2020,Pomerode,SC,1,,
24/03/2020,Pomerode,SC,1,,
25/03/2020,Pomerode,SC,1,,
26/03/2020,Pomerode,SC,1,,
27/03/2020,Pomerode,SC,1,,
28/03/2020,Pomerode,SC,1,,
29/03/2020,Pomerode,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Pomerode,SC,1,,
23/03/2020,Porto Belo,SC,2,,
24/03/2020,Porto Belo,SC,2,,
25/03/2020,Porto Belo,SC,2,,
26/03/2020,Porto Belo,SC,3,,
27/03/2020,Porto Belo,SC,3,,
28/03/2020,Porto Belo,SC,4,,
29/03/2020,Porto Belo,SC,4,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Porto Belo,SC,4,,
14/03/2020,Rancho Queimado,SC,2,,
15/03/2020,Rancho Queimado,SC,2,,
16/03/2020,Rancho Queimado,SC,2,,
17/03/2020,Rancho Queimado,SC,2,,
18/03/2020,Rancho Queimado,SC,2,,
19/03/2020,Rancho Queimado,SC,3,,
20/03/2020,Rancho Queimado,SC,2,,
21/03/2020,Rancho Queimado,SC,2,,
22/03/2020,Rancho Queimado,SC,2,,
23/03/2020,Rancho Queimado,SC,2,,
24/03/2020,Rancho Queimado,SC,2,,
25/03/2020,Rancho Queimado,SC,2,,
26/03/2020,Rancho Queimado,SC,2,,
27/03/2020,Rancho Queimado,SC,2,,
28/03/2020,Rancho Queimado,SC,2,,
29/03/2020,Rancho Queimado,SC,2,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Rancho Queimado,SC,2,,
28/03/2020,São Francisco do Sul,SC,1,,
29/03/2020,São Francisco do Sul,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,São Francisco do Sul,SC,1,,
19/03/2020,São José,SC,1,,
20/03/2020,São José,SC,1,,
21/03/2020,São José,SC,2,,
22/03/2020,São José,SC,3,,
23/03/2020,São José,SC,4,,
24/03/2020,São José,SC,4,,
25/03/2020,São José,SC,5,,
26/03/2020,São José,SC,8,,
27/03/2020,São José,SC,8,,
28/03/2020,São José,SC,9,,
29/03/2020,São José,SC,10,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,São José,SC,10,,
27/03/2020,São Lourenço do Oeste,SC,1,,
28/03/2020,São Lourenço do Oeste,SC,1,,
29/03/2020,São Lourenço do Oeste,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,São Lourenço do Oeste,SC,1,,
25/03/2020,São Ludgero,SC,1,,
26/03/2020,São Ludgero,SC,1,,
27/03/2020,São Ludgero,SC,1,,
28/03/2020,São Ludgero,SC,1,,
29/03/2020,São Ludgero,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,São Ludgero,SC,1,,
25/03/2020,São Pedro de Alcântara,SC,1,,
26/03/2020,São Pedro de Alcântara,SC,1,,
27/03/2020,São Pedro de Alcântara,SC,1,,
28/03/2020,São Pedro de Alcântara,SC,1,,
29/03/2020,São Pedro de Alcântara,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,São Pedro de Alcântara,SC,1,,
26/03/2020,Siderópolis,SC,2,,
27/03/2020,Siderópolis,SC,2,,
28/03/2020,Siderópolis,SC,2,,
29/03/2020,Siderópolis,SC,2,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Siderópolis,SC,2,,
25/03/2020,Tijucas,SC,1,,
26/03/2020,Tijucas,SC,1,,
27/03/2020,Tijucas,SC,1,,
28/03/2020,Tijucas,SC,1,,
29/03/2020,Tijucas,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Tijucas,SC,1,,
26/03/2020,Timbé do Sul,SC,1,,
27/03/2020,Timbé do Sul,SC,1,,
28/03/2020,Timbé do Sul,SC,1,,
29/03/2020,Timbé do Sul,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Timbé do Sul,SC,1,,
18/03/2020,Tubarão,SC,2,,
19/03/2020,Tubarão,SC,2,,
20/03/2020,Tubarão,SC,6,,
21/03/2020,Tubarão,SC,6,,
22/03/2020,Tubarão,SC,6,,
23/03/2020,Tubarão,SC,7,,
24/03/2020,Tubarão,SC,7,,
25/03/2020,Tubarão,SC,8,,
26/03/2020,Tubarão,SC,8,,
27/03/2020,Tubarão,SC,8,,
28/03/2020,Tubarão,SC,8,,
29/03/2020,Tubarão,SC,9,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Tubarão,SC,9,,
29/03/2020,Urussanga,SC,1,,http://www.saude.sc.gov.br/index.php/noticias-geral/11181-numero-de-casos-confirmados-de-covid-19-chega-a-197-no-estado
30/03/2020,Urussanga,SC,1,,
14/03/2020,Aracaju,SE,1,,https://g1.globo.com/se/sergipe/noticia/2020/03/14/secretaria-de-estado-da-saude-confirma-primeiro-caso-de-coronavirus-em-sergipe.ghtml
15/03/2020,Aracaju,SE,1,,
16/03/2020,Aracaju,SE,5,,https://www.saude.se.gov.br/?p=39252
17/03/2020,Aracaju,SE,5,,
18/03/2020,Aracaju,SE,5,,
19/03/2020,Aracaju,SE,5,,
20/03/2020,Aracaju,SE,5,,https://www.saude.se.gov.br/?p=39368
21/03/2020,Aracaju,SE,7,,
22/03/2020,Aracaju,SE,7,,
23/03/2020,Aracaju,SE,7,,
24/03/2020,Aracaju,SE,12,,
25/03/2020,Aracaju,SE,13,,
26/03/2020,Aracaju,SE,13,,
27/03/2020,Aracaju,SE,13,,
28/03/2020,Aracaju,SE,13,,
29/03/2020,Aracaju,SE,13,,
30/03/2020,Aracaju,SE,15,,
21/03/2020,Nossa Senhora da Glória,SE,1,,
22/03/2020,Nossa Senhora da Glória,SE,1,,
23/03/2020,Nossa Senhora da Glória,SE,1,,
24/03/2020,Nossa Senhora da Glória,SE,1,,
25/03/2020,Nossa Senhora da Glória,SE,1,,
26/03/2020,Nossa Senhora da Glória,SE,1,,
27/03/2020,Nossa Senhora da Glória,SE,1,,
28/03/2020,Nossa Senhora da Glória,SE,1,,
29/03/2020,Nossa Senhora da Glória,SE,1,,
30/03/2020,Nossa Senhora da Glória,SE,1,,
18/03/2020,Propriá,SE,1,,
19/03/2020,Propriá,SE,1,,
20/03/2020,Propriá,SE,2,,
21/03/2020,Propriá,SE,2,,
22/03/2020,Propriá,SE,2,,
23/03/2020,Propriá,SE,2,,
24/03/2020,Propriá,SE,2,,
25/03/2020,Propriá,SE,2,,
26/03/2020,Propriá,SE,2,,
27/03/2020,Propriá,SE,2,,
28/03/2020,Propriá,SE,2,,
29/03/2020,Propriá,SE,2,,
30/03/2020,Propriá,SE,2,,
26/03/2020,Arujá,SP,1,,
27/03/2020,Arujá,SP,1,,
28/03/2020,Arujá,SP,1,,
29/03/2020,Arujá,SP,1,,
30/03/2020,Arujá,SP,1,,http://www.saude.sp.gov.br/resources/cve-centro-de-vigilancia-epidemiologica/areas-de-vigilancia/doencas-de-transmissao-respiratoria/coronavirus/coronavirus300320_33situacao_epidemiologica.pdf
18/03/2020,Barueri,SP,1,,
19/03/2020,Barueri,SP,1,,
20/03/2020,Barueri,SP,1,,
21/03/2020,Barueri,SP,1,,
22/03/2020,Barueri,SP,1,,
23/03/2020,Barueri,SP,1,,
24/03/2020,Barueri,SP,1,,
25/03/2020,Barueri,SP,1,,
26/03/2020,Barueri,SP,3,,
27/03/2020,Barueri,SP,3,,
28/03/2020,Barueri,SP,3,,
29/03/2020,Barueri,SP,3,,
30/03/2020,Barueri,SP,6,,http://www.saude.sp.gov.br/resources/cve-centro-de-vigilancia-epidemiologica/areas-de-vigilancia/doencas-de-transmissao-respiratoria/coronavirus/coronavirus300320_33situacao_epidemiologica.pdf
30/03/2020,Brodowski,SP,1,,http://www.saude.sp.gov.br/resources/cve-centro-de-vigilancia-epidemiologica/areas-de-vigilancia/doencas-de-transmissao-respiratoria/coronavirus/coronavirus300320_33situacao_epidemiologica.pdf
25/03/2020,Caieiras,SP,1,,
26/03/2020,Caieiras,SP,2,,
27/03/2020,Caieiras,SP,2,,
28/03/2020,Caieiras,SP,2,,
29/03/2020,Caieiras,SP,2,,
30/03/2020,Caieiras,SP,3,,http://www.saude.sp.gov.br/resources/cve-centro-de-vigilancia-epidemiologica/areas-de-vigilancia/doencas-de-transmissao-respiratoria/coronavirus/coronavirus300320_33situacao_epidemiologica.pdf
